"x","y"
1.81239106616035,0.0208739908023762
1.82206209789052,0.0419544362593894
1.83150986330776,0.0632390058901535
1.84110114374489,0.0729521018321203
1.85009278065814,0.0946377487530235
1.85885160672906,0.116520259652706
1.86737449276662,0.138597125789723
1.87565833670467,0.160865794556503
1.88370006417668,0.183323669773495
1.89260513417105,0.194241353108986
1.900153519264,0.217069679913888
1.90745073668742,0.240079166248082
1.91449382855493,0.263267044729462
1.92127986750352,0.286630505982253
1.92780595724778,0.31016669897393
1.9359118801152,0.322238716167594
1.9419095096535,0.346111654638903
1.94763869308243,0.370148525284729
1.95309666389323,0.394346313953856
1.95828068936822,0.418701966626912
1.96318807111141,0.443212389794602
1.97038566237487,0.45637909348407
1.97473180138076,0.481189621084893
1.97879341263908,0.506145405595834
1.98256794026081,0.531243199464048
1.98605286526659,0.556479717637896
1.98924570609072,0.581851637984824
1.99543026498674,0.596044269113787
1.99803164489683,0.621676881213508
2.00033372537909,0.647434710878147
2.00233417946715,0.67331429195816
2.00403072005603,0.699312123407909
2.00542110037678,0.725424669741324
2.01049312016706,0.740565694310596
2.01126460333011,0.766896928506274
2.0117234326013,0.793332069132607
2.0118675271963,0.819867447619551
2.01169484896027,0.846499363325259
2.01120340281021,0.87322408402745
2.01506925593834,0.889227582880435
2.01393446317644,0.916126593078185
2.0124751800211,0.943107027122263
2.01068958798648,0.97016503149604
2.00857591378444,0.997296723644008
2.00613242973215,1.02449819249658
2.00870502398265,1.04127030227462
2.00559692160366,1.06859947992728
2.0021541039417,1.09598653531895
1.99837502968842,1.12342744867742
1.99425820508643,1.15091817441905
1.98980218429956,1.17845464170458
1.99100158625335,1.19589404483527
1.98586302908599,1.22350968447644
1.9803812293587,1.25115870724074
1.97455493649355,1.27883694692116
1.96838294958756,1.30654021490608
1.96186411774348,1.33426430076336
1.96161813998009,1.35226276208272
1.95440236720403,1.38001576805372
1.946836600038,1.40777683558538
1.9389198907787,1.43554167289276
1.93065134327946,1.46330596935631
1.92203011323934,1.49106539613153
1.92027486191013,1.50950834348955
1.91094594267181,1.53724497452688
1.9012621218493,1.5649636461485
1.89122276527348,1.59265996278511
1.88082729195915,1.62032951374879
1.87007517435067,1.64796787386532
1.86675555393926,1.66673501982619
1.85528877997803,1.69429766796273
1.84346410197898,1.72181576918604
1.83128120841304,1.7492848467677
1.81873984229712,1.77670041270477
1.80583980139477,1.80405796837164
1.80090997368888,1.82302396989491
1.78729219644732,1.85025196993055
1.77331546807971,1.87740840664505
1.75897980718744,1.90448874549797
1.74428528800544,1.9314884446278
1.72923204055605,1.9584029555201
1.72265583507885,1.97743810829912
1.70688574503378,2.00416857391652
1.69075765293378,2.03080017255279
1.67427191333197,2.05732833581024
1.65742893721951,2.08374849201342
1.64022919213173,2.11005606689027
1.63198046551915,2.12902703083035
1.6140688117452,2.15509571326909
1.5958021318063,2.18103808282514
1.57718112031322,2.20684956168784
1.55820652882963,2.23252557288186
1.53887916592927,2.25806154095808
1.52894210799126,2.27683209309944
1.50891185625572,2.30207425815956
1.48853160133397,2.32716266983919
1.46780238024758,2.35209276572696
1.44672528719059,2.37685998840929
1.4253014735371,2.4014597861675
1.41367085800501,2.41989159719897
1.39155728598901,2.44414291622189
1.3642521871931,2.45946728037163
1.33203157713968,2.46570978222934
1.29983963245803,2.47156648741751
1.2676808863207,2.47703867967286
1.24605504489644,2.47678012539707
1.2139761998468,2.48148735261737
1.18194400808397,2.48581423164871
1.14996290427715,2.48976225404077
1.11803729699213,2.49333296237252
1.08617156811034,2.49652794986927
1.06518033579308,2.49467084124651
1.03344739975061,2.49711936738066
1.00178732191736,2.49919725230657
0.970204371731643,2.50090628787553
0.938702789121317,2.50224831457351
0.907286783954777,2.50322522109988
0.887043202680675,2.49984893823877
0.85581085905789,2.50010146123069
0.824676536721966,2.4999948151253
0.793644319926596,2.49953107714114
0.762718260206329,2.49871237051306
0.73190237586211,2.49754086403513
0.712511984054713,2.49273252569157
0.681928369894734,2.49086210581342
0.651466781557628,2.48864566116688
0.621131099385987,2.48608553809894
0.590925168007502,2.48318412614623
0.560852795857328,2.47994385754476
0.542413112065373,2.47379768993445
0.512619136557065,2.46988717305855
0.482969923746436,2.46564534745777
0.453469132649861,2.46107481115963
0.424120383799299,2.45617820236274
0.39492725880357,2.45095819891622
0.377527315107821,2.4435748708096
0.348656024802144,2.43771626758216
0.319950865352128,2.4315425358793
0.291415258421085,2.42505650685274
0.263052584656724,2.41826104863219
0.23486618329324,2.41115906577741
0.218586110641929,2.40264499364217
0.190762104181022,2.39493881815332
0.163124135468176,2.38693504474726
0.135675374244479,2.37863671814088
0.108418946953382,2.37004691667932
0.0813579363852838,2.36116875176381
0.0662686037410659,2.351635378856
0.039607498644185,2.34218995057718
0.0131507932775166,2.33246568560688
-0.0130986075899078,2.32246582177511
-0.0391378445100646,2.31219362705254
-0.0649641036674233,2.30165239895726
-0.078801394771248,2.29121545237789
-0.10419344099914,2.28014616529519
-0.129364344815614,2.26881790869756
-0.154311477900584,2.25723409229665
-0.179032259011557,2.24539815233863
-0.203524154249958,2.23331355099301
-0.216057918438281,2.2220922808226
-0.24008463089737,2.20952084383181
-0.263875142400435,2.19671128135072
-0.287427110934947,2.18366715307856
-0.310738243049023,2.17039204154396
-0.333806294071608,2.15688955147924
-0.344995053133382,2.1450059561774
-0.367570404137448,2.13105960892298
-0.389896234807058,2.11689682426932
-0.411970497640671,2.10252128946567
-0.433791194901591,2.08793671080675
-0.455356378791263,2.07314681299589
-0.465168794256113,2.06072485530658
-0.486217308579433,2.04553556374257
-0.507004767379509,2.03015223119677
-0.527529424185705,2.01457864960874
-0.547789583213704,1.99881862612108
-0.567783599491402,1.98287598243485
-0.576198546374987,1.97004080007016
-0.595655546066533,1.95374443609467
-0.614841774104739,1.93727699791394
-0.633755789866635,1.92064235899846
-0.652396204051879,1.9038444041414
-0.670761678760998,1.88688702880966
-0.677768260382597,1.8737641441958
-0.695580048387999,1.85649965376319
-0.713113192287179,1.83908748680393
-0.7303665604075,1.82153157498374
-0.747339072749143,1.80383585739328
-0.764029701015655,1.78600427989826
-0.769627205096512,1.77271881325647
-0.785751187242107,1.75462737740162
-0.801590510830102,1.7364119533944
-0.817144354524599,1.71807650770715
-0.832411948727051,1.69962501034258
-0.847392575559358,1.68106143418638
-0.851590372113484,1.66773732418976
-0.865995117321299,1.64896151740713
-0.880111051560392,1.6300855613261
-0.89393766350825,1.61111343390714
-0.907474493360536,1.59204911277005
-0.920721132767184,1.57289657455246
-0.923538514596244,1.55965581074631
-0.946622560322178,1.55741062293344
-0.969770721447657,1.55486979388471
-0.992979331720029,1.55203174665236
